AMDPROFILER POWER PROFILE REPORT

AMDuProfCLI.exe Version 5.1.576.0,

PROFILE DETAILS
CPU Details:,Family(0x1a) Model(0x24)
Sampling Interval:,1000 milli-seconds
Profile Start Time:,Jun-21-2025_12-11-05,
Profile Duration:,10 seconds

PROFILED COUNTERS
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION
24.,thread12-core-effective-frequency,Frequency,MHz,Thread12-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
26.,thread13-core-effective-frequency,Frequency,MHz,Thread13-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
28.,thread14-core-effective-frequency,Frequency,MHz,Thread14-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
30.,thread15-core-effective-frequency,Frequency,MHz,Thread15-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
32.,thread16-core-effective-frequency,Frequency,MHz,Thread16-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
34.,thread17-core-effective-frequency,Frequency,MHz,Thread17-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
36.,thread18-core-effective-frequency,Frequency,MHz,Thread18-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
38.,thread19-core-effective-frequency,Frequency,MHz,Thread19-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
40.,thread20-core-effective-frequency,Frequency,MHz,Thread20-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
42.,thread21-core-effective-frequency,Frequency,MHz,Thread21-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
44.,thread22-core-effective-frequency,Frequency,MHz,Thread22-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.
46.,thread23-core-effective-frequency,Frequency,MHz,Thread23-Average CPU Core Frequency (Core Effective Frequency) for the sampling period in MHz. The core can go into various P-States within the sampling period with its own frequency.

PROFILE RECORDS
RecordId,Timestamp,thread0-core-effective-frequency,thread1-core-effective-frequency,thread2-core-effective-frequency,thread3-core-effective-frequency,thread4-core-effective-frequency,thread5-core-effective-frequency,thread6-core-effective-frequency,thread7-core-effective-frequency,thread8-core-effective-frequency,thread9-core-effective-frequency,thread10-core-effective-frequency,thread11-core-effective-frequency,thread12-core-effective-frequency,thread13-core-effective-frequency,thread14-core-effective-frequency,thread15-core-effective-frequency,thread16-core-effective-frequency,thread17-core-effective-frequency,thread18-core-effective-frequency,thread19-core-effective-frequency,thread20-core-effective-frequency,thread21-core-effective-frequency,thread22-core-effective-frequency,thread23-core-effective-frequency
1,12:11:6:025, 5055.87, 5053.85, 4913.21, 5040.77, 5051.02, 5044.56, 5037.41, 5054.57, 2890.76, 3273.50, 3255.24, 3276.62, 3292.45, 3293.13, 3133.37, 3310.30, 3305.48, 3308.42, 2596.03, 3273.94, 3043.57, 3243.39, 3279.23, 3049.51
2,12:11:7:028, 5057.81, 5045.74, 5019.04, 5045.59, 5028.35, 5035.21, 5052.82, 5054.97, 2739.10, 3221.53, 3014.27, 3237.04, 3287.50, 3312.86, 3309.32, 3244.10, 2517.95, 3309.79, 2251.15, 3144.24, 2276.72, 3291.84, 2676.62, 3299.08
3,12:11:8:029, 5051.17, 5053.72, 4891.63, 5039.08, 5053.53, 5023.65, 5037.80, 5053.64, 3063.50, 3272.27, 3309.23, 3308.30, 2194.38, 3282.75, 3028.07, 3273.96, 3289.51, 3298.68, 2214.57, 3210.27, 2299.75, 3304.32, 3303.93, 3290.97
4,12:11:9:037, 5045.79, 5052.42, 5050.66, 5051.14, 5050.96, 5044.27, 5044.62, 5052.23, 3285.18, 3062.97, 2955.76, 2259.14, 3275.45, 3262.66, 3295.33, 2692.63, 3313.76, 3313.66, 3310.06, 3301.14, 3303.61, 3303.00, 2707.12, 3125.62
5,12:11:10:041, 5051.39, 5052.05, 5047.77, 5052.13, 5047.57, 5024.84, 5051.37, 5052.71, 3279.90, 2848.51, 3281.78, 2298.84, 3304.81, 2557.69, 3263.59, 3278.30, 3314.90, 3314.90, 3284.19, 2826.37, 3290.11, 2295.69, 3276.68, 1850.20
6,12:11:11:045, 5048.28, 5045.47, 5038.81, 5046.31, 5047.72, 5045.04, 5047.15, 5045.92, 3259.95, 2130.69, 3199.84, 2198.95, 3313.40, 3144.19, 3299.44, 2988.05, 3310.70, 3023.16, 3307.57, 2942.43, 3295.30, 2184.45, 3214.27, 1897.01
7,12:11:12:046, 5030.75, 5024.76, 5025.09, 5024.68, 5027.06, 5018.50, 5023.90, 5041.07, 3314.79, 3107.72, 3268.24, 3242.01, 3313.31, 3221.47, 3312.59, 3160.84, 3296.76, 2252.91, 3234.52, 2946.80, 3182.25, 2398.04, 3280.66, 2178.26
8,12:11:13:054, 5036.14, 5041.05, 5028.97, 5026.22, 5039.82, 5043.80, 5046.24, 5040.40, 3208.11, 2956.21, 3113.48, 3068.92, 3307.03, 3200.61, 3303.58, 2806.16, 3276.73, 2912.33, 3242.83, 2247.52, 3304.97, 2519.29, 3312.16, 2157.37
